<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
^VN50,20170125,585.80,591.72,581.28,589.20,35542680,585.80,591.72,581.28,589.20,0,0,0
^VN50,20170124,583.30,588.49,578.45,584.13,34354130,583.30,588.49,578.45,584.13,0,0,0
^VN50,20170123,581.08,588.16,576.93,581.70,30206960,581.08,588.16,576.93,581.70,0,0,0
^VN50,20170120,577.84,584.91,575.23,579.40,28410990,577.84,584.91,575.23,579.40,0,0,0
^VN50,20170119,577.00,581.50,573.17,576.91,28870060,577.00,581.50,573.17,576.91,0,0,0
^VN50,20170118,581.37,586.41,574.92,577.41,35446020,581.37,586.41,574.92,577.41,0,0,0
^VN50,20170117,576.78,585.65,573.34,582.25,35626570,576.78,585.65,573.34,582.25,0,0,0
^VN50,20170116,576.02,582.99,573.10,575.76,31297490,576.02,582.99,573.10,575.76,0,0,0
^VN50,20170113,581.19,586.28,576.74,579.51,33498020,581.19,586.28,576.74,579.51,0,0,0
^VN50,20170112,583.58,586.86,577.97,581.98,50982610,583.58,586.86,577.97,581.98,0,0,0
^VN50,20170111,579.03,586.08,576.49,583.07,35755120,579.03,586.08,576.49,583.07,0,0,0
^VN50,20170110,578.61,583.28,575.81,578.94,35497800,578.61,583.28,575.81,578.94,0,0,0
^VN50,20170109,578.72,584.41,574.94,579.77,37337249,578.72,584.41,574.94,579.77,0,0,0
^VN50,20170106,572.51,584.25,568.80,576.09,50260720,572.51,584.25,568.80,576.09,0,0,0
^VN50,20170105,571.80,576.67,567.67,573.62,40335760,571.80,576.67,567.67,573.62,0,0,0
^VN50,20170104,571.72,576.74,566.89,572.03,38938900,571.72,576.74,566.89,572.03,0,0,0
^VN50,20170103,569.52,572.99,558.39,569.49,33985509,569.52,572.99,558.39,569.49,0,0,0
^VN50,20161230,561.67,566.10,556.47,559.93,36528570,561.67,566.10,556.47,559.93,0,0,0
^VN50,20161229,564.38,567.80,559.58,562.60,39467620,564.38,567.80,559.58,562.60,0,0,0
^VN50,20161228,562.43,565.88,555.50,559.45,36218840,562.43,565.88,555.50,559.45,0,0,0
^VN50,20161227,558.37,564.71,554.72,560.62,30366870,558.37,564.71,554.72,560.62,0,0,0
^VN50,20161226,558.93,563.57,554.37,557.78,22247440,558.93,563.57,554.37,557.78,0,0,0
^VN50,20161223,553.30,559.61,549.24,558.31,27246210,553.30,559.61,549.24,558.31,0,0,0
^VN50,20161222,557.53,562.13,549.87,554.19,34621870,557.53,562.13,549.87,554.19,0,0,0
^VN50,20161221,553.29,560.22,546.94,555.71,28023100,553.29,560.22,546.94,555.71,0,0,0
^VN50,20161220,562.64,565.68,551.68,553.87,28777890,562.64,565.68,551.68,553.87,0,0,0
^VN50,20161219,562.75,569.99,558.62,563.55,31573640,562.75,569.99,558.62,563.55,0,0,0
^VN50,20161216,554.93,563.04,551.41,561.63,78422880,554.93,563.04,551.41,561.63,0,0,0
^VN50,20161215,557.33,562.86,549.28,554.22,39505030,557.33,562.86,549.28,554.22,0,0,0
^VN50,20161214,552.66,561.44,549.53,557.76,38229590,552.66,561.44,549.53,557.76,0,0,0
^VN50,20161213,559.58,562.54,548.56,552.85,32391940,559.58,562.54,548.56,552.85,0,0,0
^VN50,20161212,559.10,565.07,554.09,559.61,34875110,559.10,565.07,554.09,559.61,0,0,0
^VN50,20161209,564.52,569.65,560.13,565.29,24015669,564.52,569.65,560.13,565.29,0,0,0
^VN50,20161208,561.87,569.12,558.11,564.22,25510410,561.87,569.12,558.11,564.22,0,0,0
^VN50,20161207,558.15,563.64,552.18,559.06,37358880,558.15,563.64,552.18,559.06,0,0,0
^VN50,20161206,566.63,568.69,555.84,559.39,44932130,566.63,568.69,555.84,559.39,0,0,0
^VN50,20161205,569.19,572.11,563.15,566.68,30935320,569.19,572.11,563.15,566.68,0,0,0
^VN50,20161202,570.23,575.52,565.12,569.36,38266800,570.23,575.52,565.12,569.36,0,0,0
^VN50,20161201,575.28,578.84,568.34,570.80,36529600,575.28,578.84,568.34,570.80,0,0,0
^VN50,20161130,564.63,579.53,558.98,573.03,46646950,564.63,579.53,558.98,573.03,0,0,0
^VN50,20161129,567.81,573.91,558.34,565.23,38437690,567.81,573.91,558.34,565.23,0,0,0
^VN50,20161128,575.21,577.16,559.92,565.83,32036830,575.21,577.16,559.92,565.83,0,0,0
^VN50,20161125,583.25,584.91,573.94,578.18,32115150,583.25,584.91,573.94,578.18,0,0,0
^VN50,20161124,587.04,590.50,579.01,582.87,37614010,587.04,590.50,579.01,582.87,0,0,0
^VN50,20161123,584.09,590.39,580.32,586.20,35636310,584.09,590.39,580.32,586.20,0,0,0
^VN50,20161122,579.95,586.43,577.68,584.08,38980100,579.95,586.43,577.68,584.08,0,0,0
^VN50,20161121,577.74,582.06,574.64,579.62,37073320,577.74,582.06,574.64,579.62,0,0,0
^VN50,20161118,578.57,581.67,573.23,576.46,35191380,578.57,581.67,573.23,576.46,0,0,0
^VN50,20161117,581.49,584.19,575.83,579.53,42081760,581.49,584.19,575.83,579.53,0,0,0
^VN50,20161116,580.47,585.84,577.40,581.57,39978580,580.47,585.84,577.40,581.57,0,0,0
^VN50,20161115,579.79,585.58,575.48,579.58,43255750,579.79,585.58,575.48,579.58,0,0,0
^VN50,20161114,584.70,589.53,575.98,578.82,35467410,584.70,589.53,575.98,578.82,0,0,0
^VN50,20161111,587.21,592.30,582.10,586.97,28238410,587.21,592.30,582.10,586.97,0,0,0
^VN50,20161110,586.28,591.29,583.28,586.92,38266100,586.28,591.29,583.28,586.92,0,0,0
^VN50,20161109,585.91,587.57,567.80,582.44,49726190,585.91,587.57,567.80,582.44,0,0,0
^VN50,20161108,586.96,589.76,583.86,586.70,28290640,586.96,589.76,583.86,586.70,0,0,0
^VN50,20161107,580.67,588.91,578.08,586.20,37129240,580.67,588.91,578.08,586.20,0,0,0
^VN50,20161104,580.42,583.90,576.60,580.06,21984330,580.42,583.90,576.60,580.06,0,0,0
^VN50,20161103,581.18,584.38,574.77,580.10,44852760,581.18,584.38,574.77,580.10,0,0,0
^VN50,20161102,588.02,591.68,581.34,582.81,32419490,588.02,591.68,581.34,582.81,0,0,0
^VN50,20161101,589.61,593.49,584.08,588.83,35715250,589.61,593.49,584.08,588.83,0,0,0
^VN50,20161031,588.30,598.43,585.20,588.49,36473820,588.30,598.43,585.20,588.49,0,0,0
^VN50,20161028,589.65,596.94,585.91,593.54,39310720,589.65,596.94,585.91,593.54,0,0,0
^VN50,20161027,586.18,593.21,582.10,589.89,36471040,586.18,593.21,582.10,589.89,0,0,0
^VN50,20161026,587.59,591.67,582.53,586.65,35360770,587.59,591.67,582.53,586.65,0,0,0
^VN50,20161025,588.80,594.04,583.05,589.20,41252740,588.80,594.04,583.05,589.20,0,0,0
^VN50,20161024,597.22,600.58,587.12,591.46,24757060,597.22,600.58,587.12,591.46,0,0,0
^VN50,20161021,601.68,604.77,595.75,598.59,27079020,601.68,604.77,595.75,598.59,0,0,0
^VN50,20161020,604.89,608.81,598.14,601.54,29309590,604.89,608.81,598.14,601.54,0,0,0
^VN50,20161019,599.36,608.89,596.10,605.07,37522370,599.36,608.89,596.10,605.07,0,0,0
^VN50,20161018,594.44,601.87,590.63,598.12,26809120,594.44,601.87,590.63,598.12,0,0,0
^VN50,20161017,601.57,604.71,592.95,594.93,36180080,601.57,604.71,592.95,594.93,0,0,0
^VN50,20161014,600.19,608.67,597.32,602.42,35983620,600.19,608.67,597.32,602.42,0,0,0
^VN50,20161013,598.79,604.63,593.75,601.55,30358720,598.79,604.63,593.75,601.55,0,0,0
^VN50,20161012,600.16,605.90,594.69,599.64,28179410,600.16,605.90,594.69,599.64,0,0,0
^VN50,20161011,596.52,603.17,587.40,599.67,41362300,596.52,603.17,587.40,599.67,0,0,0
^VN50,20161010,604.33,607.58,593.07,595.79,40293600,604.33,607.58,593.07,595.79,0,0,0
^VN50,20161007,609.19,612.76,597.50,603.46,54542680,609.19,612.76,597.50,603.46,0,0,0
^VN50,20161006,609.34,614.99,603.12,607.47,55396910,609.34,614.99,603.12,607.47,0,0,0
^VN50,20161005,608.90,614.82,604.42,608.50,40400140,608.90,614.82,604.42,608.50,0,0,0
^VN50,20161004,603.34,614.39,598.28,606.91,49900580,603.34,614.39,598.28,606.91,0,0,0
^VN50,20161003,610.54,613.70,601.12,604.54,38861770,610.54,613.70,601.12,604.54,0,0,0
^VN50,20160930,608.84,615.25,601.46,609.22,40066010,608.84,615.25,601.46,609.22,0,0,0
^VN50,20160929,612.27,617.27,606.61,610.23,43146600,612.27,617.27,606.61,610.23,0,0,0
^VN50,20160928,613.07,618.44,604.99,611.75,39656000,613.07,618.44,604.99,611.75,0,0,0
^VN50,20160927,606.79,615.58,603.68,613.14,42676410,606.79,615.58,603.68,613.14,0,0,0
^VN50,20160926,602.17,610.37,598.13,606.94,32038530,602.17,610.37,598.13,606.94,0,0,0
^VN50,20160923,599.95,606.95,595.80,603.11,29270570,599.95,606.95,595.80,603.11,0,0,0
^VN50,20160922,599.33,607.73,595.96,600.26,39029310,599.33,607.73,595.96,600.26,0,0,0
^VN50,20160921,594.29,601.56,589.60,597.44,37719810,594.29,601.56,589.60,597.44,0,0,0
^VN50,20160920,587.20,596.14,580.84,592.88,39019530,587.20,596.14,580.84,592.88,0,0,0
^VN50,20160919,588.38,597.12,580.89,589.52,41249360,588.38,597.12,580.89,589.52,0,0,0
^VN50,20160916,586.03,594.34,575.25,582.87,109436670,586.03,594.34,575.25,582.87,0,0,0
^VN50,20160915,589.46,595.85,582.42,588.34,26979700,589.46,595.85,582.42,588.34,0,0,0
^VN50,20160914,588.91,596.16,581.74,587.43,33524260,588.91,596.16,581.74,587.43,0,0,0
^VN50,20160913,590.88,599.13,581.22,591.03,32231720,590.88,599.13,581.22,591.03,0,0,0
^VN50,20160912,597.60,602.21,584.56,591.68,35173090,597.60,602.21,584.56,591.68,0,0,0
^VN50,20160909,600.63,606.27,591.92,597.64,36259550,600.63,606.27,591.92,597.64,0,0,0
^VN50,20160908,592.28,600.12,586.45,595.38,43711310,592.28,600.12,586.45,595.38,0,0,0
^VN50,20160907,594.69,599.90,582.61,592.36,38847000,594.69,599.90,582.61,592.36,0,0,0
^VN50,20160906,599.71,603.93,590.56,594.94,35505610,599.71,603.93,590.56,594.94,0,0,0
^VN50,20160905,603.39,608.00,590.91,597.25,44115690,603.39,608.00,590.91,597.25,0,0,0
^VN50,20160901,608.96,612.53,595.44,602.55,37407220,608.96,612.53,595.44,602.55,0,0,0
^VN50,20160831,607.03,616.33,600.56,609.14,39082370,607.03,616.33,600.56,609.14,0,0,0
^VN50,20160830,602.20,611.83,595.57,606.00,32174440,602.20,611.83,595.57,606.00,0,0,0
^VN50,20160829,603.35,618.06,595.76,603.72,37580510,603.35,618.06,595.76,603.72,0,0,0
^VN50,20160826,593.40,602.60,590.46,599.04,43389000,593.40,602.60,590.46,599.04,0,0,0
^VN50,20160825,591.13,594.92,583.81,590.26,37116900,591.13,594.92,583.81,590.26,0,0,0
^VN50,20160824,589.45,596.44,585.18,590.28,33781770,589.45,596.44,585.18,590.28,0,0,0
^VN50,20160823,580.74,591.48,576.13,587.43,36362710,580.74,591.48,576.13,587.43,0,0,0
^VN50,20160822,592.61,595.81,581.12,583.39,45435260,592.61,595.81,581.12,583.39,0,0,0
^VN50,20160819,592.46,600.75,584.33,589.86,39760860,592.46,600.75,584.33,589.86,0,0,0
^VN50,20160818,587.27,595.26,579.68,587.03,48574760,587.27,595.26,579.68,587.03,0,0,0
^VN50,20160817,583.07,589.19,574.31,583.24,46981120,583.07,589.19,574.31,583.24,0,0,0
